35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,0:0,0:0,0:0,0:0,0:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,0:0,0:0,0:0,0:0,-100:3,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,35:1
0:0,35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1,0:0
0:0,0:0,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,0:0,0:0
0:0,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,0:0,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,0:0,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,0:0
35:8,35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8,35:8,35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8,35:8,35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8,35:8
35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8
35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,11:8,98:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,98:0,11:8,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,35:8,98:0,20:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,35:8,35:8
0:0,35:8,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,35:8,0:0
35:8,35:8,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,35:8,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,20:0,0:8,0:8,0:8,0:8,-101:1,20:0,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,-101:2,0:8,0:8,0:8,0:8,-101:1,-101:2,49:0,49:0,49:0,49:0,49:0,49:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,20:0,0:8,0:8,89:0,0:8,-100:3,-101:1,-101:1,-101:1,-101:1,-101:1,-101:1,-101:1,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,-101:2,0:8,0:8,0:8,0:8,0:0,-101:2,49:0,49:0,49:0,49:0,49:0,49:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,20:0,0:8,0:8,0:8,0:8,0:0,20:0,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,35:8,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,35:8,35:8
0:0,35:8,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,35:8,0:0
35:8,35:8,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,35:8,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,0:0,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:0,98:0,11:8,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,11:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,98:0,98:0,35:8
35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8
35:8,35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8,35:8,35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8,35:8,35:8,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,98:0,35:8,35:8
0:0,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,0:0,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,0:0,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,35:8,0:0
0:0,69:14,124:0,35:1,35:1,35:1,0:0,35:1,35:1,35:1,124:0,69:13,0:0,69:13,124:0,35:1,35:1,35:1,64:3,35:1,35:1,35:1,124:0,69:14,0:0,69:13,124:0,35:1,35:1,35:1,64:3,35:1,35:1,35:1,124:0,69:14,0:0
69:13,124:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0,35:1,124:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0,35:1,124:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0,69:13
124:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,-117:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
124:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0
69:13,124:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,98:0,20:0,98:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0,69:13
0:0,35:1,0:0,0:1,0:1,0:1,0:0,0:1,-117:0,0:1,0:0,0:13,0:0,0:14,0:0,0:1,0:1,0:1,0:0,0:1,0:1,0:1,0:0,0:14,0:0,0:14,0:0,0:1,-117:0,0:1,0:0,0:1,0:0,0:1,0:0,35:1,0:1
69:14,124:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0,69:13
124:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:1,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:1,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:1,0:0,0:0,20:0,0:0,0:0,0:0,0:1,-101:1,20:0,0:0,0:0,0:1,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:1,0:0,0:0,-101:2,0:0,0:0,0:0,0:0,0:3,0:0,113:0,113:0,113:0,113:0,113:0,113:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,116:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:1,0:0,0:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,113:0,113:0,113:0,113:0,113:0,113:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:1,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:1,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:1,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:1,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
124:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-117:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,124:0
